CASRN,SMILES,logLD50_mmolkg,verytoxic,toxic,EPA_category,GHS_category
1084-65-7,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,,,0.0,4.0,5.0
69226-39-7,Cc1cc(N)ccc1S(=O)(=O)NCCO,1.587116812724946,,0.0,4.0,5.0
69226-40-0,Cc1cc([N+](=O)[O-])ccc1S(=O)(=O)NCCO,1.2348817424280238,,0.0,3.0,5.0
130-17-6,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,,,0.0,4.0,5.0
88599-69-3,Cc1cc(OC(=O)c2cc(Cl)ccc2OC(N)=O)ccc1Cl,,,0.0,3.0,5.0
14863-40-2,Cc1cc2[nH]c(C(F)(F)F)nc2cc1Cl,-0.6299801277337652,,1.0,2.0,3.0
644-62-2,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,-0.4715161363585144,,1.0,2.0,3.0
88-51-7,Cc1cc(S(=O)(=O)O)c(N)cc1Cl,1.7442079862402762,,0.0,4.0,5.0
7585-41-3,Cc1cc(S(=O)(=O)O)c(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1Cl,,,0.0,4.0,5.0
89427-05-4,Cc1cc2[nH]c(C(F)(F)F)nc2cc1Br,-0.5592053084435267,,1.0,2.0,3.0
89427-04-3,Cc1ccc2[nH]c(C(F)(F)F)nc2c1Br,-0.6395160596321213,,1.0,2.0,3.0
1603-40-3,Cc1cccnc1N,-0.03400242909941814,,1.0,2.0,3.0
100299-08-9,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,0.4786125509513436,,1.0,3.0,4.0
125055-81-4,Cc1cccn2c(=O)c(C(=O)NC3CCCC3)cnc12,,,1.0,2.0,3.0
2312-76-7,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-0.8819856593465313,,1.0,1.0,2.0
481-42-5,CC1=CC(=O)c2c(O)cccc2C1=O,-0.46166472326382946,,1.0,2.0,3.0
116288-88-1,Cc1cc2cccnc2n(-c2ccccc2)c1=O,0.03482403156684158,,1.0,2.0,3.0
616-02-4,CC1=CC(=O)OC1=O,1.3654297265234936,,0.0,3.0,5.0
30516-87-1,Cc1cn([C@@H]2C[C@H](N=[N+]=N)[C@@H](CO)O2)c(=O)[nH]c1=O,1.0605697817934552,,0.0,3.0,5.0
3056-17-5,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.2513933908130965,,0.0,3.0,5.0
626-48-2,Cc1cc(=O)[nH]c(=O)[nH]1,2.708792970411085,,0.0,4.0,5.0
56-04-2,Cc1cc(=O)[nH]c(=S)[nH]1,1.0232435856404603,,1.0,3.0,4.0
20344-15-4,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,0.2718242731991341,,1.0,3.0,4.0
18591-81-6,Cc1cc(=S)c(N)n[nH]1,1.1457354789975422,,1.0,3.0,4.0
101708-02-5,Cc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)n[nH]1,,,0.0,3.0,5.0
101708-01-4,Cc1cc(C(=O)Nc2ccccc2C(F)(F)F)n[nH]1,,,0.0,3.0,5.0
1824-81-3,Cc1cccc(N)n1,-0.03400242909941814,,1.0,2.0,3.0
72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,0.46146053952164756,,1.0,3.0,4.0
98967-40-9,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,,,0.0,4.0,5.0
1453-58-3,Cc1cc[nH]n1,0.9368834538203502,,1.0,3.0,4.0
822-36-6,Cc1c[nH]cn1,0.9612650421054433,,1.0,3.0,4.0
641571-11-1,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,-0.6834361070974733,,1.0,1.0,2.0
100365-72-8,Cc1ccn(C(N)=O)n1,0.8217131770781694,,1.0,3.0,4.0
121552-61-2,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,,,0.0,3.0,5.0
1131-18-6,Cc1cc(N)n(-c2ccccc2)n1,1.1593444815993112,,0.0,3.0,5.0
70803-10-0,Cc1cc(NC(=O)c2ccccc2O)n(-c2ccccc2)n1,0.6535522576817878,,1.0,3.0,4.0
125055-64-3,Cc1cccc2ncc(C(=O)NC3CCCCCC3)c(=O)n12,,,1.0,2.0,3.0
125055-63-2,Cc1cccc2ncc(C(=O)NC3CCCCC3)c(=O)n12,,,1.0,2.0,3.0
125055-61-0,Cc1cccc2ncc(C(=O)NC3CC3)c(=O)n12,,,1.0,2.0,3.0
125055-65-4,Cc1cccc2ncc(C(=O)Nc3ccccc3)c(=O)n12,,,1.0,2.0,3.0
125055-67-6,Cc1cccc2ncc(C(=O)Nc3ccc(Cl)cc3)c(=O)n12,,,1.0,2.0,3.0
125055-75-6,Cc1cccc2ncc(C(=O)N3CCCC3)c(=O)n12,,,1.0,2.0,3.0
122-57-6,CC(=O)C=Cc1ccccc1,1.1427952280677,,0.0,3.0,5.0
32979-83-2,CC(=O)C=Cc1ccc(-c2ccccc2)cc1,1.0013907984299342,,0.0,3.0,5.0
25398-39-4,CC(=O)C=Cc1ccco1,0.37786571530289104,,1.0,2.0,4.0
78-98-8,CC(=O)C=O,1.2086135874155428,,1.0,3.0,4.0
591-12-8,CC1=CCC(=O)O1,1.5993911726101757,,0.0,3.0,5.0
1013-99-6,Cc1cc(=O)cc(-c2ccccc2)o1,0.5258770172390158,,1.0,3.0,4.0
10004-44-1,Cc1cc(=O)[nH]o1,1.4970141427572492,,0.0,3.0,5.0
25046-79-1,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,,,0.0,4.0,5.0
59-63-2,Cc1cc(C(=O)NNCc2ccccc2)no1,0.08306689988170261,,1.0,2.0,3.0
723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.388785647966511,,0.0,4.0,5.0
554-14-3,Cc1cccs1,1.5131711873253224,,0.0,3.0,5.0
101030-71-1,CC(Cl)=CC(=O)Nc1ccc(O)cc1,0.8730429180568325,,1.0,3.0,4.0
65489-04-5,CC(=O)C(c1ccccc1)N1CCN(CCOc2ccccc2)CC1,0.37359418537402944,,1.0,3.0,4.0
21342-85-8,Cc1c(Cl)cccc1CC(Cl)C#N,0.669393475151922,,1.0,3.0,4.0
148-01-6,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.425660010395479,,1.0,3.0,4.0
823-40-5,Cc1c(N)cccc1N,0.9130318713001243,,1.0,3.0,4.0
35572-78-2,Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.8494659923527487,,1.0,3.0,4.0
87-60-5,Cc1c(N)cccc1Cl,0.6078455720036275,,1.0,3.0,4.0
13710-19-5,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,-0.06563448042745577,,1.0,2.0,3.0
17737-65-4,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,0.10559134708348654,,1.0,2.0,4.0
606-20-2,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-0.01242014371805791,,1.0,2.0,3.0
19406-51-0,Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-],0.6870218257614216,,1.0,3.0,4.0
497-56-3,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],-0.8990189986453117,,1.0,1.0,2.0
83-42-1,Cc1c(Cl)cccc1[N+](=O)[O-],1.1310137280211319,,0.0,3.0,5.0
608-25-3,Cc1c(O)cccc1O,0.20712175305371316,,1.0,2.0,3.0
14745-61-0,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCCCl)OCCCCCl)ccc12,,,1.0,2.0,3.0
4467-21-4,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCCl)OCCCCl)ccc12,-0.32275509381016765,,1.0,2.0,3.0
321-55-1,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,0.3355742854891601,,1.0,3.0,4.0
77605-73-3,Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,0.8233500842607034,,1.0,3.0,4.0
89427-03-2,Cc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,-1.0279201364058026,,1.0,1.0,2.0
89427-23-6,Cc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],-0.9500165706190532,,1.0,1.0,2.0
89427-24-7,Cc1c(Br)cc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],-0.5915419745881245,,1.0,2.0,3.0
17788-00-0,Cc1c(Cl)ccc(O)c1Cl,,,0.0,3.0,5.0
52603-48-2,Cc1c(C#N)sc(N)c1C#N,,,1.0,,4.0
89427-21-4,Cc1c(Cl)c(Br)cc2[nH]c(C(F)(F)F)nc12,-1.019121831649131,,1.0,1.0,2.0
89427-36-1,Cc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,-1.6700449922911234,,1.0,1.0,2.0
89427-40-7,Cc1c(Cl)c([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1[N+](=O)[O-],-0.49016189228684304,,1.0,2.0,3.0
58348-97-3,Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,0.7712074387951827,,1.0,3.0,4.0
28782-19-6,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0.5671726894392314,,1.0,3.0,4.0
89427-31-6,Cc1c(F)c(F)c2nc(C(F)(F)F)[nH]c2c1F,-1.8100059735096894,,1.0,1.0,1.0
63498-62-4,Cc1c(Cl)c(Cl)c(Cl)c(C(Cl)Cl)c1Cl,0.9706578675426355,,0.0,3.0,5.0
4228-99-3,Cc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,-1.2200371180623455,,1.0,1.0,2.0
75511-25-0,Cc1[nH]c2ccc(O)cc2c1CC(=O)OCC(=O)O,,,0.0,3.0,5.0
147-61-5,Cc1[nH]c(=O)[nH]c(=O)c1CO,1.5055398980850858,,0.0,4.0,5.0
78415-72-2,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,-0.3657018703824935,,1.0,2.0,3.0
119615-63-3,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,1.493924085123333,,0.0,4.0,5.0
15878-08-7,Cc1[nH]ncc1Cl,0.5075152636367279,,1.0,2.0,4.0
520-09-2,Cc1[nH]c(=O)[nH]c(=O)c1N(CCCl)CCCl,-2.044879328464607,,1.0,1.0,1.0
6814-58-0,Cc1[nH]nc(Cl)c1[N+](=O)[O-],0.3357664586251517,,1.0,2.0,4.0
106266-06-2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,-0.8604893244516129,,1.0,2.0,3.0
144598-75-4,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,-0.8169975325806386,,1.0,2.0,3.0
1003-52-7,Cc1ncoc1C#N,0.8324616451308846,,1.0,3.0,4.0
5496-04-8,CC1=NN(c2ccccc2)C(=O)C1=CN1CCCCC1,,,0.0,3.0,5.0
17364-41-9,Cc1nn(-c2ccccc2)c(O)c1C=O,0.5491039499510952,,1.0,3.0,4.0
524-36-7,Cc1ncc(CO)c(CN)c1O,1.6492456001021256,,0.0,4.0,5.0
73855-29-5,Cc1ncc(COP(=O)(O)O)c(CN)c1O,,,0.0,4.0,5.0
58-56-0,Cc1ncc(CO)c(CO)c1O,1.3737109707043251,,0.0,3.0,5.0
876-85-7,Cc1ncc(CS)c(CO)c1O,1.209367726832953,,0.0,3.0,5.0
13331-81-2,Cc1ncc(CS)c(CS)c1O,0.4356940517493578,,1.0,3.0,4.0
73987-24-3,Cc1ncc2c(c1O)CSSC2,0.7458156800861699,,1.0,3.0,4.0
73908-94-8,Cc1ncc2cscc2c1O,0.9580365270498761,,1.0,3.0,4.0
82-82-6,Cc1ncc(CO)c(C(=O)O)c1O,1.6122235152319577,,0.0,4.0,5.0
73839-78-8,Cc1ncc2coc(OCCO)c2c1O,1.0218589246544845,,0.0,3.0,5.0
2856-75-9,Cc1nccnc1N1CCCCC1,0.6147341660918296,,1.0,3.0,4.0
59035-98-2,Cc1nccnc1SCc1ccco1,0.6855639314154616,,1.0,3.0,4.0
7331-25-1,Cc1nc(N)nc(N)c1-c1ccc(Br)cc1,-0.04788362131721434,,1.0,2.0,3.0
109293-97-2,CC(=NNC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,0.9944009480030532,,0.0,3.0,5.0
39242-73-4,Cc1nc(-c2cccnc2)sc1[N+](=O)[O-],0.5662919959456493,,1.0,3.0,4.0
126055-15-0,C=CCn1ccc(=O)c(O)c1C,0.6851009757266043,,1.0,3.0,4.0
168152-87-2,Cc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)nc2nc[nH]n12,,,1.0,2.0,4.0
63979-28-2,Cc1c(C(=O)O)nnn1-c1ccccc1,0.868165418173065,,1.0,3.0,4.0
23696-28-8,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],0.814396966106728,,1.0,3.0,4.0
98-86-2,CC(=O)c1ccccc1,0.8535067389875018,,1.0,3.0,4.0
735-52-4,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.5348232786835062,,1.0,3.0,4.0
42018-31-5,CC(=O)c1ccc(OCC(=O)NN)cc1,0.9415552031333759,,1.0,3.0,4.0
968-81-0,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,,0.0,3.0,5.0
91040-94-7,CC(=O)c1ccc2cc(CC(=O)O)ccc2c1,,,0.0,3.0,5.0
99-03-6,CC(=O)c1cccc(N)c1,1.1409741447339086,,1.0,3.0,4.0
121-89-1,CC(=O)c1cccc([N+](=O)[O-])c1,1.2940100423775587,,0.0,3.0,5.0
53944-40-4,CC(=O)c1ccc2oc3ncccc3c(=O)c2c1,0.8462350558655727,,1.0,3.0,4.0
72492-12-7,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,1.42979841825847,,0.0,4.0,5.0
40187-51-7,CC(=O)c1ccc(O)c(C(N)=O)c1,0.9771715082366961,,1.0,3.0,4.0
110147-48-3,CC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2,0.8315001593898391,,0.0,3.0,5.0
89-84-9,CC(=O)c1ccc(O)cc1O,1.2695173332231975,,0.0,3.0,5.0
119851-28-4,CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,,,0.0,3.0,5.0
1122-62-9,CC(=O)c1ccccn1,1.2746508627505562,,0.0,3.0,5.0
25201-35-8,CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.6309682927911404,,1.0,3.0,4.0
24691-76-7,CC1=C(C(=O)Nc2ccccc2)CCCO1,1.8390954924535254,,0.0,4.0,5.0
5234-68-4,CC1=C(C(=O)Nc2ccccc2)SCCO1,0.26183176301132566,,1.0,2.0,4.0
5259-88-1,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,0.785711447297495,,1.0,3.0,4.0
24691-80-3,Cc1occc1C(=O)Nc1ccccc1,1.8069077742356099,,0.0,4.0,5.0
75706-12-6,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,-0.06063355519168351,,1.0,2.0,3.0
118-71-8,Cc1occc(=O)c1O,1.0484661432040419,,1.0,3.0,4.0
17334-68-8,Cc1onc2c(=O)[nH]nc(-c3ccccc3)c12,0.6435477105159298,,1.0,3.0,4.0
25506-01-8,Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,0.5180975208848485,,1.0,3.0,4.0
78484-11-4,CC(=O)C1(c2ccccc2)CCN(CCCOc2ccc3c(c2)NC(=O)CC3)CC1,,,1.0,3.0,4.0
60583-65-5,CC(=O)C1(O)CCC(c2ccccc2)CC1,1.5640442091107627,,0.0,4.0,5.0
62-55-5,CC(N)=S,0.6027184246983606,,1.0,2.0,4.0
4104-14-7,CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,-2.006080782716094,,1.0,1.0,1.0
364-98-7,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0.6282236637018107,,1.0,3.0,4.0
142-26-7,CC(=O)NCCO,2.417211653653205,,0.0,4.0,5.0
104617-50-7,CC(=O)NC1CCc2nc(N)sc2C1,,,0.0,3.0,5.0
616-91-1,CC(=O)NC(CS)C(=O)O,1.2644064225707299,,0.0,3.0,5.0
103-84-4,CC(=O)Nc1ccccc1,0.7722225251893532,,1.0,3.0,4.0
3366-61-8,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,0.8575433536189588,,1.0,3.0,4.0
41506-62-1,CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,,,0.0,3.0,5.0
103-90-2,CC(=O)Nc1ccc(O)cc1,1.1092450121924817,,1.0,3.0,4.0
121-60-8,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,,,0.0,3.0,5.0
5221-42-1,CC(=O)Nc1ccncc1,0.5153044539292211,,1.0,2.0,4.0
20262-58-2,CC(=O)Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c2c1,,,0.0,3.0,5.0
83003-97-8,CC(=O)Nc1ccc2nc(C(F)(F)F)[nH]c2c1,-1.010022597363313,,1.0,1.0,2.0
24733-81-1,CC(=O)Nc1ccc(Cc2ccccn2)c([N+](=O)[O-])c1,,,1.0,2.0,3.0
13067-19-1,CC(=O)Nc1ccc2c(c1)OCO2,0.7467225868584222,,1.0,3.0,4.0
5254-41-1,CC(=O)Nc1ccccc1CCNC(=O)c1ccc2ccccc2c1O,,,0.0,3.0,5.0
2519-30-4,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12,,,0.0,4.0,5.0
2621-62-7,CC(=O)Nc1cc(Cl)ccc1Cl,1.303034487561039,,0.0,3.0,5.0
38411-17-5,CC(=O)Nc1cc(Cl)c([N+](=O)[O-])cc1Cl,1.0554946580742433,,0.0,3.0,5.0
110882-70-7,CC(=O)Nc1ccc([N+](=O)[O-])c(Cl)n1,0.9537130736863285,,1.0,3.0,4.0
106309-73-3,CC(=O)Nc1cc2cccnc2c(N2CCN(CCO)CC2)n1,,,0.0,3.0,5.0
5663-71-8,CC(=O)NC(=O)c1ccccc1O,1.0019950919617282,,1.0,3.0,4.0
140-40-9,CC(=O)Nc1ncc([N+](=O)[O-])s1,,,1.0,2.0,4.0
17433-31-7,CC(=O)NNC(=O)c1ccccn1,0.574727955764765,,1.0,3.0,4.0
546-88-3,CC(=O)NO,1.805792177436733,,0.0,3.0,5.0
637-53-6,CC(=S)Nc1ccccc1,1.2411311805498213,,0.0,3.0,5.0
55661-38-6,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,-0.38260032412205935,,1.0,2.0,3.0
13750-62-4,Cc1nccn1Cc1ccccc1,0.7638886768240222,,1.0,3.0,4.0
443-48-1,Cc1ncc([N+](=O)[O-])n1CCO,1.2437291264650634,,0.0,3.0,5.0
74298-63-8,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,0.9329359102998054,,0.0,3.0,5.0
59467-70-8,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,-0.18047796042793915,,1.0,2.0,3.0
21721-92-6,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.2876175840813815,,0.0,3.0,5.0
1943-27-7,Cc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1,-0.23137314331258932,,1.0,2.0,3.0
2532-91-4,Cc1nc2ccccc2c(=O)n1-c1ccccc1C(=O)O,0.7427349408669748,,1.0,3.0,4.0
28911-01-5,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,,0.0,4.0,5.0
41394-05-2,Cc1nnc(-c2ccccc2)c(=O)n1N,0.767167081524056,,1.0,3.0,4.0
19219-99-9,Cc1nc2cc(Cl)ccc2o1,,,1.0,3.0,4.0
57726-65-5,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1,-0.5671126672369418,,1.0,2.0,3.0
109543-52-4,Cc1nc2cnc3ccccc3c2s1,0.6526352858859272,,1.0,3.0,4.0
144-82-1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.1121593413707267,,0.0,3.0,5.0
25953-19-9,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,,,0.0,4.0,5.0
65277-42-1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-0.5053461513934379,,1.0,2.0,3.0
1696-20-4,CC(=O)N1CCOCC1,1.6763358006397135,,0.0,4.0,5.0
4091-14-9,C=CN(C(C)=O)c1ccccc1,1.1835592932299965,,0.0,3.0,5.0
24963-29-9,CC(=O)n1c(=O)oc2ccc(Cl)cc21,,,0.0,3.0,5.0
507-09-5,CC(O)=S,0.41953121604899835,,1.0,2.0,3.0
50816-18-7,C=CCCCCCCCCOC(C)=O,,,0.0,4.0,5.0
20206-80-8,CC(=O)OCCCC(=O)CBr,0.4297178707661197,,1.0,3.0,4.0
21722-83-8,CC(=O)OCCC1CCCCC1,1.2740577559209159,,0.0,3.0,5.0
103-45-7,CC(=O)OCCc1ccccc1,1.3492823319511968,,0.0,3.0,5.0
22031-33-0,CC(=O)OCCN(CCC#N)c1ccccc1,0.9499529190245439,,0.0,3.0,5.0
542-59-6,CC(=O)OCCO,1.8989823600551192,,0.0,4.0,5.0
542-58-5,CC(=O)OCCCl,-1.08831685938826,,1.0,1.0,2.0
591-87-7,C=CCOC(C)=O,0.11343552478421418,,1.0,2.0,3.0
103-54-8,CC(=O)OCC=Cc1ccccc1,1.2724710656545464,,0.0,3.0,5.0
627-09-8,C#CCOC(C)=O,0.40626657425571416,,1.0,2.0,3.0
1001-55-4,CC(=O)OCC#N,-0.4908754672404963,,1.0,1.0,2.0
957-68-6,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,,,0.0,3.0,5.0
140-11-4,CC(=O)OCc1ccccc1,1.2195959226695847,,0.0,3.0,5.0
326-61-4,CC(=O)OCc1ccc2c(c1)OCO2,1.0340013788525466,,0.0,3.0,5.0
93793-83-0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0.3358152073877342,,1.0,3.0,4.0
1515-76-0,C=CC=COC(C)=O,0.8015442729031262,,1.0,3.0,4.0
622-45-7,CC(=O)OC1CCCCC1,1.6751215760937461,,0.0,4.0,5.0
10519-11-6,CC(=O)OC1CCC2CCCCC2C1,,,0.0,4.0,5.0
83145-58-8,C=C[C@H](CCC(=O)O)OC(C)=O,0.49881712610700774,,1.0,3.0,4.0
15667-63-7,C=C[C@H](C#N)OC(C)=O,-0.5976639495834336,,1.0,1.0,2.0
117568-24-8,CC(=O)OC1c2cccc(O)c2C(=O)c2c(O)cccc21,0.08660302857120604,,1.0,2.0,4.0
13838-02-3,CC(=O)OC(C(=O)NC(N)=O)c1ccccc1,0.9488897601318412,,0.0,3.0,5.0
90-17-5,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,1.405121813264058,,0.0,4.0,5.0
21757-82-4,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,1.4731065753083161,,0.0,4.0,5.0
74548-80-4,CC(=O)OC(C(Cl)(Cl)Cl)P(=O)(Oc1ccccc1)Oc1ccccc1,0.8889014886395881,,0.0,3.0,5.0
3061-65-2,C=C(C#N)OC(C)=O,-0.04571405894086751,,1.0,2.0,3.0
13031-41-9,CC(=O)Oc1ccc(C#N)cc1,0.49171274561967865,,1.0,2.0,4.0
36175-10-7,CC(=O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,,,0.0,3.0,5.0
50594-77-9,CC(=O)Oc1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,0.8785202598386336,,0.0,3.0,5.0
55981-09-4,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,,,0.0,4.0,5.0
50-78-2,CC(=O)Oc1ccccc1C(=O)O,0.8498542222097744,,1.0,3.0,4.0
22494-27-5,CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,-0.17097015710327246,,1.0,2.0,3.0
322-79-2,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,0.20950127290478657,,1.0,2.0,4.0
79-21-0,CC(=O)OO,-0.2806766032634161,,1.0,1.0,2.0
63123-39-7,CC(=O)SCC(=O)/N=c1\[nH]c2ccccc2s1,0.17661218185638447,,1.0,2.0,4.0
75-36-5,CC(=O)Cl,1.064182800544361,,1.0,3.0,4.0
31570-04-4,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,,,0.0,4.0,5.0
27676-62-6,CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,,,0.0,4.0,5.0
23288-49-5,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,0.0,4.0,5.0
68515-88-8,CC(C)(C)CC(C)(C)SSSSCC(C)(CC(C)(C)C)SSSSC(C)(C)CC(C)(C)C,0.7865577563961215,,0.0,3.0,5.0
71878-19-8,CC(C)(C)CC(C)(C)Nc1ncnc(N(CCCCCCNC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1,1.2172100219143571,,0.0,4.0,5.0
26741-53-7,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,0.9650906393552321,,0.0,4.0,5.0
85209-91-2,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)(O)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)C2,,,0.0,3.0,5.0
23128-74-7,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,0.0,4.0,5.0
41484-35-9,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0.9911680771246186,,0.0,4.0,5.0
118-82-1,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,,,0.0,,5.0
6029-54-5,CC(C)(C)c1cc(CN2CCN(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc(C(C)(C)C)c1O,1.2816494685932096,,0.0,4.0,5.0
15721-78-5,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,1.1039366696304036,,0.0,4.0,5.0
78-63-7,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,,,0.0,3.0,5.0
2212-81-9,CC(C)(C)OOC(C)(C)c1cccc(C(C)(C)OOC(C)(C)C)c1,,,0.0,3.0,5.0
